"nature","sms"
0,"Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it..."
0,"Good morning princess! Have a great day!"
0,"The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8"
0,"Many times we lose our best ones bcoz we are "
0,"Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?"
0,"Hi mom we might be back later than  &lt;#&gt; "
0,"Mode men or have you left."
0,"Is there coming friday is leave for pongal?do you get any news from your work place."
0,"You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm"
0,"Ok"
0,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
0,"Well. You know what i mean. Texting"
0,"K sure am in my relatives home. Sms me de. Pls:-)"
0,"Was it something u ate?"
0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
0,"There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?"
1,"Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)"
0,"Jay wants to work out first, how's 4 sound?"
0,"And I don't plan on staying the night but I prolly won't be back til late"
0,"Never y lei... I v lazy... Got wat? Dat day �_ send me da url cant work one..."
0,"Good Morning my Dear Shijutta........... Have a great &amp; successful day."
0,"Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night"
0,"Thank you. do you generally date the brothas?"
0,"Indeed and by the way it was either or - not both !"
0,"Gettin rdy to ship comp"
1,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY �1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
0,"Dont let studying stress you out. L8r."
1,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
0,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
0,"U come n search tat vid..not finishd.."
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
0,"Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins."
0,"Yeah, probably here for a while"
0,"No. I dont want to hear anything"
0,"Just hopeing that wasn���t too pissed up to remember and has gone off to his sisters or something!"
0,"Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!"
0,"He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh."
0,"Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if �_ leaving earlier or wat mah cos mayb �_ haf to walk v far..."
1,"u r a winner U ave been specially selected 2 receive �1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )"
1,"Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk"
0,"I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy..."
0,"Wishing you a wonderful week."
0,"Awesome, be there in a minute"
0,"Ok lor �_ reaching then message me."
0,"\CHA QUITEAMUZING THAT��SCOOL BABE"
1,"Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56"
0,"Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life."
0,"At WHAT TIME should i come tomorrow"
0,"Dear where you. Call me"
0,"Lmao you know me so well..."
0,"Dunno lei shd b driving lor cos i go sch 1 hr oni."
0,"Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning."
0,"Nope thats fine. I might have a nap tho! "
1,"Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186."
0,"I send the print  outs da."
0,"Me too! Have a lovely night xxx"
0,"How come i din c �_... Yup i cut my hair..."
0,"It's ok i wun b angry. Msg u aft i come home tonight."
0,"Ok no prob"
0,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
0,"It is a good thing I'm now getting the connection to bw"
0,"Its just the effect of irritation. Just ignore it"
0,"Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?"
0,"Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end."
0,"Compliments to you. Was away from the system. How your side."
0,"i can call in  &lt;#&gt;  min if thats ok"
0,"I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?"
1,"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066"
0,"I thought slide is enough."
1,"Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch "
0,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
0,"No but the bluray player can"
0,"Hey anyway i have to :-)"
1,"Great News! Call FREEFONE 08006344447 to claim your guaranteed �1000 CASH or �2000 gift. Speak to a live operator NOW!"
0,"You still around? Looking to pick up later"
0,"Sorry, I'll call later  &lt;#&gt; mins"
1,"Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX �1.50"
0,"You'd like that wouldn't you? Jerk!"
0,"Love that holiday Monday feeling even if I have to go to the dentists in an hour"
1,"PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04"
0,"But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa."
0,"I.ll hand her my phone to chat wit u"
0,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
0,"Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah."
0,"Poor girl can't go one day lmao"
1,"You have WON a guaranteed �1000 cash or a �2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p"
0,"How long before you get reply, just defer admission til next semester"
0," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
0,"Haven't left yet so probably gonna be here til dinner"
0,"Hey gals...U all wanna meet 4 dinner at n��te? "
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
0,"Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor."
0,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
0,"Aah bless! How's your arm?"
0,"watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling.."
0,"Nt joking seriously i told"
0,"I can. But it will tell quite long, cos i haven't finish my film yet..."
1,"XMAS iscoming & ur awarded either �500 CD gift vouchers & free entry 2 r �100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription "
0,"Ok both our days. So what are you making for dinner tonite? Am I invited?"
0,"hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me."
0,"K.k.how is your business now?"
0,"She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request."
0,"K, I'll work something out"
0,"Dear i am not denying your words please"
0,"Hmm thinking lor..."
0,"Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff."
0,"What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me."
0,"Fuuuuck I need to stop sleepin, sup"
0,"Oh yah... We never cancel leh... Haha "
0,"Somebody set up a website where you can play hold em using eve online spacebucks"
0,"COME BACK TO TAMPA FFFFUUUUUUU"
0,"No go. No openings for that room 'til after thanksgiving without an upcharge."
0,"Oh thanks a lot..i already bought 2 eggs .."
0,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
0,"Quite lor. But dun tell him wait he get complacent..."
0,"Wat �_ doing now?"
0,"I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts"
0,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
0,"X course it 2yrs. Just so her messages on messenger lik you r sending me"
0,"Lol ... I knew that .... I saw him in the dollar store"
0,"I need details about that online job."
0,"S.this will increase the chance of winning."
0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
0,"As in i want custom officer discount oh."
0,"Haha, that was the first person I was gonna ask"
0,"Dear are you angry i was busy dear"
0,"But pls dont play in others life."
0,"I will reach ur home in  &lt;#&gt;  minutes"
0,"Can you pls send me that company name. In saibaba colany"
0,"As usual u can call me ard 10 smth."
1,"For ur chance to win a �250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
0,"Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?"
1,"ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+"
1,"YOU ARE CHOSEN TO RECEIVE A �350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer."
0,"K..k.:)congratulation .."
0,"I'm home, my love ... If your still awake ... *loving kiss*"
0,"Jason says it's cool if we pick some up from his place in like an hour"
0,":( but your not here...."
1,"* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw"
0,"How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem"
0,"Why don't you wait 'til at least wednesday to see if you get your ."
0,"I've sent �_ my part.."
0,"2 celebrate my b��day, y else?"
0,"Cool, what time you think you can get here?"
1,"Marvel Mobile Play the official Ultimate Spider-man game (�4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper"
1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
0,"I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)"
0,"Have you laid your airtel line to rest?"
0,"Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9."
0,"That was random saw my old roomate on campus. He graduated"
0,"2mro i am not coming to gym machan. Goodnight."
1,"You have won a guaranteed 32000 award or maybe even �1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???"
0,"Sorry i missed your call. Can you please call back."
0,"CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx"
0,"Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?"
1,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
0,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
0,"Well she's in for a big surprise!"
1,"Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp"
0,"Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS.."
0,"Prepare to be pleasured :)"
1,"Latest Nokia Mobile or iPOD MP3 Player +�400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.�1,50/Mtmsgrcvd18+"
1,"The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270"
0,"Update your face book status frequently :)"
0,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
0,"Gd luck 4 ur exams :-)"
0,"Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly."
0,"Yeah it's jus rite..."
0,"....photoshop makes my computer shut down."
0,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"
0,"Like  &lt;#&gt; , same question"
0,"I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight"
0,"Ok... Then r we meeting later?"
0,"Oh did you charge camera"
0,"Jus finish watching tv... U?"
0,"Thank you princess! I want to see your nice juicy booty..."
0,"Am slow in using biola's fne"
0,"I dont know oh. Hopefully this month."
0,"Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering..."
0,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
0,"Full heat pa:-) i have applyed oil pa."
0,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
0,"But i'm really really broke oh. No amount is too small even  &lt;#&gt; "
0,"Right it wasnt you who phoned it was someone with a number like yours!"
0,"Sorry, I'll call you  later. I am in meeting sir."
0,"So wat's da decision?"
0,"Its a part of checking IQ"
0,"Its sunny in california. The weather's just cool"
0,"Hey happy birthday..."
0,"Apo all other are mokka players only"
0,"So what did the bank say about the money?"
0,"I cant pick the phone right now. Pls send a message"
0,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
0,"I'm home. Ard wat time will u reach?"
0,"Yep get with the program. You're slacking."
0,"My sister going to earn more than me da."
0,"I've reached already."
0,"I am in escape theatre now. . Going to watch KAVALAN in a few minutes"
0,"Got smaller capacity one? Quite ex..."
0,"Sac needs to carry on:)"
0,"Dai i downloaded but there is only exe file which i can only run that exe after installing."
0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
0,"Great. Have a safe trip. Dont panic surrender all."
0,"Havent."
0,"I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA"
0,"Sorry, I'll call later"
0,"E admin building there? I might b slightly earlier... I'll call u when i'm reaching..."
1,"A �400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a �400 reward. Just call 09066380611 "
0,"How much u trying to get?"
0,"Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave"
0,"I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping."
0,"it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; "
0,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
0,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
0,"Oh oh... Den muz change plan liao... Go back have to yan jiu again..."
0,"Eatin my lunch..."
0,"Er, hello, things didn���t quite go to plan ��� is limping slowly home followed by aa and with exhaust hanging off"
0,"Alex says he's not ok with you not being ok with it"
1,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. �1.50 increments. Help08718728876"
0,"Maybe you should find something else to do instead???"
0,"Sounds great! Im going to sleep now. Have a good night!"
0,"I'm fine. Hope you are also"
0,"Yar but they say got some error."
1,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0"
0,"Call me when u finish then i come n pick u."
0,"Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future."
0,"Just making dinner, you ?"
0,"Are you planning to come chennai?"
0,"Oh k:)after that placement there ah?"
0,"Go fool dont cheat others ok"
0,"Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx"
1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
0,"Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars."
0,"So u wan 2 come for our dinner tonight a not?"
1,"Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow"
0,"Oops i thk i dun haf enuff... I go check then tell �_.."
1,"FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv"
0,"Shall I bring us a bottle of wine to keep us amused? Only joking! I���ll bring one anyway"
0,"Juz go google n search 4 qet..."
0,"Shall call now dear having food"
0,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
1,"Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412"
0,"So li hai... Me bored now da lecturer repeating last weeks stuff waste time... "
1,"Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min"
0,"Ok no problem... Yup i'm going to sch at 4 if i rem correctly..."
0,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
0,"So how are you really. What are you up to. How's the masters. And so on."
0,"I want to be inside you every night..."
0,"Po de :-):):-):-):-). No need job aha."
1,"You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p�3.99"
0,"Get me out of this dump heap. My mom decided to come to lowes. BORING."
0,"I forgot 2 ask �_ all smth.. There's a card on da present lei... How? �� all want 2 write smth or sign on it?"
0,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
0,"Ok..."
0,"I have gone into get info bt dont know what to do"
0,"Hi.what you think about match?"
0,"yes baby! I need to stretch open your pussy!"
0,"Ya very nice. . .be ready on thursday"
0,"Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?"
0,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
0,"Total disappointment, when I texted you was the craziest shit got :("
0,"She ran off with a younger man. we will make pretty babies together :)"
0,"Ok i thk i got it. Then u wan me 2 come now or wat?"
0,"I'm on the bus. Love you"
0,"Esplanade lor. Where else..."
0,"God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8"
0,"Except theres a chick with huge boobs."
0,"I'll pick you up at about 5.15pm to go to taunton if you still want to come."
0,"You are a big chic. Common. Declare"
0,"Gud ni8.swt drms.take care"
0,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
0,"How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ��_"
0,"3 pa but not selected."
0,"Dare i ask... Any luck with sorting out the car?"
0,"Geeeee ... Your internet is really bad today, eh ?"
0,"Oh yeah! And my diet just flew out the window"
0,"Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed."
0,"fyi I'm at usf now, swing by the room whenever"
0,"when you and derek done with class?"
0,"You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless."
0,"Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later."
0,"Yeah I can still give you a ride"
0,"I'm stuck in da middle of da row on da right hand side of da lt... "
0,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
0,"THANX 4 PUTTIN DA FONE DOWN ON ME!!"
0,"You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later."
0,"MMM ... Fuck .... Merry Christmas to me"
0,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
0,"Orh i tot u say she now still dun believe."
0,"I went to project centre"
0,"It's cool, we can last a little while. Getting more any time soon?"
1,"Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070"
0,"Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow"
0,"Wanna do some art?! :D"
0,"Good morning. At the repair shop--the ONLY reason i'm up at this hour."
0,"PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)"
0,"All boys made fun of me today. Ok i have no problem. I just sent one message just for fun"
0,"Yeah, give me a call if you've got a minute"
0,"Awesome, that gonna be soon or later tonight?"
1,"Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX"
0,"Ok no prob..."
0,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
0,"I'm in office now da:)where are you?"
0,"My drive can only be read. I need to write"
0,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
1,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
0,"Aiyah ok wat as long as got improve can already wat..."
0,"Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*"
0,"\Thinking of u ;) x\"""""
0,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
0,"Shopping? Eh ger i toking abt syd leh...Haha"
0,"We made it! Eta at taunton is 12:30 as planned, hope that���s still okday?! Good to see you! :-xx"
0,"Gud ni8 dear..slp well..take care..swt dreams..Muah.."
0,"Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen."
0,"I wont do anything de."
0,"Wat happened to the cruise thing"
0,"Hope you are having a good week. Just checking in"
0,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
0,"I am going to sleep. I am tired of travel."
1,"Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
0,"Hey do you want anything to buy:)"
0,"1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face."
0,"Lol no. Just trying to make your day a little more interesting"
1,"I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)"
1,"Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674"
1,"\URGENT! This is the 2nd attempt to contact U!U have WON �1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max�7. 50\"""""
0,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
0,"Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh..."
0,"Stupid.its not possible"
0,"I cant pick the phone right now. Pls send a message"
0,"Once free call me sir."
1,"lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468"
0,"Thanks  and ! Or bomb and date as my phone wanted to say! "
0,"Yup"
1,"Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
0,"�� ready then call me..."
0,"And how you will do that, princess? :)"
0,"Pls she needs to dat slowly or she will vomit more."
0,"Lol no. I just need to cash in my nitros. Hurry come on before I crash out!"
0,"Now get step 2 outta the way. Congrats again."
1,"IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!"
0,"�� thk of wat to eat tonight."
0,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
0,"Captain vijaykanth is doing comedy in captain tv..he is drunken :)"
0,"5 nights...We nt staying at port step liao...Too ex"
0,"Wait . I will msg after  &lt;#&gt;  min."
1,"You have 1 new message. Please call 08715205273"
0,"I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now"
0,"Are you driving or training?"
0,"Omg how did u know what I ate?"
0,"Sitting in mu waiting for everyone to get out of my suite so I can take a shower"
0,"Any way where are you and what doing."
1,"PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05"
0,"Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe"
0,"Its too late:)but its k.wish you the same."
0,"\HEY KATE"
0,"Argh why the fuck is nobody in town ;_;"
0,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
1,"URGENT This is our 2nd attempt to contact U. Your �900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893"
0,"I dunno lei... Like dun haf..."
0,"Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash"
0,"Our Prasanth ettans mother passed away last night. Just pray for her and family."
0,"I liked the new mobile"
0,"Did you say bold, then torch later. Or one torch and 2bold?"
0,"When you just put in the + sign, choose my number and the pin will show. Right?"
0,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
0,"Not course. Only maths one day one chapter with in one month we can finish."
0,"And of course you should make a stink!"
0,"Wot about on wed nite I am 3 then but only til 9!"
0,"Nvm take ur time."
1,"Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth �33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk"
0,"That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?"
1,"URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm"
0,"Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you."
0,"Uncle G, just checking up on you. Do have a rewarding month"
0,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
0,"It���s reassuring, in this crazy world."
0,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
1,"This is the 2nd time we have tried 2 contact u. U have won the �750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
